query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
S09,COVID lung single-cell immune atlas,single_cell,disease=COVID-19; tissue=lung; assay=single-cell,45f98f28a0f2f4d2,c0518445-3b3b-49c6-b8fc-c41daa4eacba,hca,single_cell,A cellular census of human lungs identifies novel cell states in health and in asthma,"Human lungs enable efficient gas exchange and form an interface with the environment, which depends on mucosal immunity for protection against infectious agents. Tightly controlled interactions between structural and immune cells are required to maintain lung homeostasis. Here, we use single-cell transcriptomics to chart the cellular landscape of upper and lower airways and lung parenchyma in healthy lungs, and lower airways in asthmatic lungs. We report location-dependent airway epithelial cell states and a novel subset of tissue-resident memory T cells. In the lower airways of patients with asthma, mucous cell hyperplasia is shown to stem from a novel mucous ciliated cell state, as well as goblet cell hyperplasia. We report the presence of pathogenic effector type 2 helper T cells (T<sub>H</sub>2) in asthmatic lungs and find evidence for type 2 cytokines in maintaining the altered epithelial cell states. Unbiased analysis of cell-cell interactions identifies a shift from airway structural cell communication in healthy lungs to a T<sub>H</sub>2-dominated interactome in asthmatic lungs.",Homo sapiens,17,chronic obstructive pulmonary disease,lower lobe of left lung; bronchiole; lung; main bronchus; upper lobe of left lung; nose; nasal cavity; lung parenchyma,https://data.humancellatlas.org/explore/projects/c0518445-3b3b-49c6-b8fc-c41daa4eacba,2,
T05,heart failure left ventricle RNA-seq,transcriptomics,disease=heart failure; tissue=left ventricle; assay=RNA-seq,ff4cd593dfe4ac24,PRJNA1256774,ena,transcriptomics,Transcriptional Signatures of the Right Ventricle in End-Stage Heart Failure,We utilized bulk RNA-sequencing of myocardial tissue to describe transcriptional changes that occur in the RV: 1) In the context of stress from left-heart failure by comparison to controls and 2) As the RV progresses from compensation to decompensation. We further compared transcriptomic changes that occur in RV failure to the transcriptomic changes that occur in LV failure.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1256774,2,
EPI02,ATAC-seq glioblastoma tumor,epigenomics,disease=glioblastoma; assay=ATAC-seq,cfdb3928f20c92aa,GSE181366,geo,epigenomics,LSD1-directed therapy affects glioblastoma tumorigenicity by deregulating the protective ATF4-dependent integrated stress response [ATAC-seq],"Tumor-initiating cells (TICs) play a critical role in glioblastoma (GBM) maintenance being responsible for its heterogeneity and resistance to standard therapy. A step toward clinical translation includes GBM TIC targeting. Among the molecules tested for GBM treatment, are those targeting epigenetic modifiers. By using patient-derived TICs and xenograft orthotopic models, we identified Lysine-specific histone demethylase 1A (LSD1) as a potentially druggable target in GBM. LSD1-directed therapy b...",Homo sapiens,2,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181366,2,
S07,placenta preeclampsia single-cell transcriptomics,single_cell,disease=preeclampsia; tissue=placenta; assay=single-cell,1afc1fef148ef9f1,E-GEOD-6573,biostudies-arrayexpress,Transcriptomics,"Transcription profiling of human adipose tissue, decidua and placenta from patients with preeclampsia vs. unaffected indviduals reveals dysregulation of the circulating and tissue-based renin-angiotensin system in preeclampsia","Preeclampsia complicates more than 3% of all pregnancies in the United States and Europe. High-risk populations include women with diabetes, dyslipidemia, thrombotic disorders, hyperhomocysteinemia, hypertension, renal diseases, previous preeclampsia, twin pregnancies, and low socioeconomic status. In the latter case, the incidence may increase to 20% to 25%. Preeclampsia is a major cause of maternal and fetal morbidity and mortality. Preeclampsia is defined by systolic blood pressure of more than 140 mm Hg and diastolic blood pressure of more than 90 mm Hg after 20 weeks gestation in a previously normotensive patient, and new-onset proteinuria. Abnormal placentation associated with shallow trophoblast invasion (fetal cells from outer cell layer of the blastocyst) into endometrium (decidua) and improper spiral artery remodeling in the decidua are initial pathological steps.  In this study we analyzed the renin-angiotensin system in adipose tissue, decidua and placenta from women with uneventful pregnancy and women with preeclampsia. We also analyzed the tissue by Affymetrix chips in a comparison study (control vs. preeclampsia) Experiment Overall Design: 6 affymetrix human expression chips (GPL570) were analyzed. Experiment Overall Design: They represent 3 tissues (pooled from 10 individuals each) from patients with preeclampsia and from patients with uneventful pregnancy (collected by cesaraen section). Tissues from patients with uneventful pregnancy are the controls in comparison to tissues of patients with preeclampsia.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-6573,1,"correct topic, wrong omics"
MO05,Alzheimer multi-omics brain proteogenomics,multi_omics,disease=Alzheimer disease; tissue=brain; omics=multi-omics,602e9a3dac30148f,PDC000495,cptac,proteomics,HOPE-AYA GBM - CompRef Proteome,Other proteome using TMT11 from Pediatric Brain Tumor Atlas - CBTN proteomics study,Homo sapiens,2,Other,Not Reported,https://pdc.cancer.gov/pdc/study/PDC000495,0,not relevant
T12,tuberculosis macrophage RNA-seq,transcriptomics,disease=tuberculosis; cell=macrophage; assay=RNA-seq,336496a7159fece0,E-MTAB-8057,biostudies-arrayexpress,Transcriptomics,Identification of antigens presented by MHC for vaccines against tuberculosis,"The immune response against tuberculosis relies, at least in part, on CD4+ T cells. Protective vaccines require the induction of antigen-specific CD4+ T cells via mycobacterial peptides presented by MHC class-II in infected macrophages. We have purified MHC class-I and MHC-II peptides and analysed them by mass spectrometry. We have successfully identified 97 mycobacterial peptides presented by MHC-II and 54 presented by MHC-I, from 76 and 41 antigens, respectively. The sequences of selected peptides were confirmed by spectral match validation and immunogenicity evaluated by IFN-gamma ELISpot against peripheral blood mononuclear cells from volunteers vaccinated with BCG, M.tb latently infected subjects or patients with tuberculosis disease. Three antigens were expressed in viral vectors, and evaluated as vaccine candidates alone or in combination in a murine aerosol M.tb challenge model. When delivered in combination, the three candidate vaccines conferred significant protection in the lungs and spleen compared with BCG alone, demonstrating proof-of-concept for this unbiased approach to identifying novel candidate antigens.",Mycobacterium tuberculosis variant bovis BCG,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-8057,1,missing cell
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,76fcbcf33d740b81,GSE304059,geo,transcriptomics,"Mechanism study of RBX1 promoting renal clear cell carcinoma invasion, immune suppression, and sunitinib resistance","Clear cell renal cell carcinoma (ccRCC) often exhibits drug resistance, highlight_x0002_ing the need to identify novel therapeutic targets. RING box protein 1 (RBX1), an E3 ubiquitin ligase associated with tumor progression, has an unclear role in ccRCC. This study investigated the clinical significance, molecular mech_x0002_anisms, and role of RBX1 in treatment resistance through multi-omics and functional analyses. Analysis of The Cancer Genome Atlas (TCGA) data revealed that RBX1 is overexpre...",Homo sapiens,614,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304059,1,missing tissue
MO09,pediatric brain tumor multi-omics,multi_omics,disease=pediatric brain tumor; omics=multi-omics,17ce0f47307090a0,S-EPMC10115638,biostudies-literature,Unknown,Multiomic neuropathology improves diagnostic accuracy in pediatric neuro-oncology.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10115638,0,not relevant
M02,obesity serum lipidomics,metabolomics,disease=obesity; material=serum; omics=lipidomics,14576968d2ca50af,MTBLS4,metabolights,metabolomics,"High-resolution extracted ion chromatography, a new tool for metabolomics and lipidomics using a second-generation orbitrap mass spectrometer","Most analytical methods in metabolomics are based on one of two strategies. The first strategy is aimed at specifically analysing a limited number of known metabolites or compound classes. Alternatively, an unbiased approach can be used for profiling as many features as possible in a given metabolome without prior knowledge of the identity of these features. Using high-resolution mass spectrometry with instruments capable of measuring m/z ratios with sufficiently low mass measurement uncertainties and simultaneous high scan speeds, it is possible to combine these two strategies, allowing unbiased profiling of biological samples and targeted analysis of specific compounds at the same time without compromises. Such high mass accuracy and mass resolving power reduces the number of candidate metabolites occupying the same retention time and m/z ratio space to a minimum. In this study, we demonstrate how targeted analysis of phospholipids as well as unbiased profiling is achievable using a benchtop orbitrap instrument after high-speed reversed-phase chromatography. The ability to apply both strategies in one experiment is an important step forward in comprehensive analysis of the metabolome.",,0,,,https://www.ebi.ac.uk/metabolights/MTBLS4,1,missing disease
P03,diabetes islet proteomics,proteomics,disease=diabetes; tissue=islet; omics=proteomics,9cc76f03e7db313a,894ae6ac-5b48-41a8-a72f-315a9b60a62e,hca,single_cell,A Single-Cell Transcriptome Atlas of the Human Pancreas.,"To understand organ function, it is important to have an inventory of its cell types and of their corresponding marker genes. This is a particularly challenging task for human tissues like the pancreas, because reliable markers are limited. Hence, transcriptome-wide studies are typically done on pooled islets of Langerhans, obscuring contributions from rare cell types and of potential subpopulations. To overcome this challenge, we developed an automated platform that uses FACS, robotics, and the CEL-Seq2 protocol to obtain the transcriptomes of thousands of single pancreatic cells from deceased organ donors, allowing in silico purification of all main pancreatic cell types. We identify cell type-specific transcription factors and a subpopulation of REG3A-positive acinar cells. We also show that CD24 and TM4SF4 expression can be used to sort live alpha and beta cells with high purity. This resource will be useful for developing a deeper understanding of pancreatic biology and pathophysiology of diabetes mellitus.",Homo sapiens,4,,islet of Langerhans; pancreas,https://data.humancellatlas.org/explore/projects/894ae6ac-5b48-41a8-a72f-315a9b60a62e,2,
M05,breast cancer tissue metabolomics,metabolomics,disease=breast cancer; tissue=tumor; omics=metabolomics,f6daabbfa3b31c6d,MTBLS45,metabolights,metabolomics,Metabolomic correlation-network modules in Arabidopsis based on a graph-clustering approach,"Deciphering the metabolome is essential for a better understanding of the cellular metabolism as a system. Typical metabolomics data show a few but significant correlations among metabolite levels when data sampling is repeated across individuals grown under strictly controlled conditions. Although several studies have assessed topologies in metabolomic correlation networks, it remains unclear whether highly connected metabolites in these networks have specific functions in known tissue- and/or genotype-dependent biochemical pathways. In our study of metabolite profiles we subjected root tissues to gas chromatography-time-of-flight/mass spectrometry (GC-TOF/MS) and used published information on the aerial parts of 3 Arabidopsis genotypes, Col-0 wild-type, methionine over-accumulation 1 (mto1), and transparent testa4 (tt4) to compare systematically the metabolomic correlations in samples of roots and aerial parts. We then applied graph clustering to the constructed correlation networks to extract densely connected metabolites and evaluated the clusters by biochemical-pathway enrichment analysis. We found that the number of significant correlations varied by tissue and genotype and that the obtained clusters were significantly enriched for metabolites included in biochemical pathways. We demonstrate that the graph-clustering approach identifies tissue- and/or genotype-dependent metabolomic clusters related to the biochemical pathway. Metabolomic correlations complement information about changes in mean metabolite levels and may help to elucidate the organization of metabolically functional modules.",,0,,,https://www.ebi.ac.uk/metabolights/MTBLS45,1,missing disease
