query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E10,phosphoproteomics lung cancer,proteomics,8,cptac:PDC000215,PDC000215,cptac,proteomics,Proteogenomics of Gastric Cancer - Phosphoproteome,Early Onset Gastric Cancer phosphoproteome using iTRAQ4 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,80,Early Onset Gastric Cancer,Stomach,0.797,0.588,https://pdc.cancer.gov/pdc/study/PDC000215,1,"phosphoproteomics gastric cancer, correct assay wrong disease"
E10,phosphoproteomics lung cancer,proteomics,9,cptac:PDC000231,PDC000231,cptac,proteomics,Georgetown Lung Cancer Proteomics Study,Lung Adenocarcinoma;Other proteome using iTRAQ8 from Georgetown Proteomics Research Program proteomics study,Homo sapiens,11,Lung Adenocarcinoma;Other,Bronchus and lung;Lung,0.789,0.508,https://pdc.cancer.gov/pdc/study/PDC000231,1,iTRAQ8 lung adenocarcinoma proteomics but not phosphoproteomics
E10,phosphoproteomics lung cancer,proteomics,10,cptac:PDC000580,PDC000580,cptac,proteomics,PTRC Triple-negative Breast Cancer Mitotic Vulnerability Study - Phosphoproteome,Breast Invasive Carcinoma;Other phosphoproteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,60,Breast Invasive Carcinoma;Other,Breast;Not Reported,0.779,0.588,https://pdc.cancer.gov/pdc/study/PDC000580,1,"TMT10 phosphoproteomics TNBC breast cancer, correct assay wrong disease"
E11,DIA proteomics liver disease,proteomics,1,cptac:PDC000351,PDC000351,cptac,proteomics,CPTAC Deep Proteomics 2D-DIA,Other proteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,3,Other,Not Reported,0.893,0.448,https://pdc.cancer.gov/pdc/study/PDC000351,1,"DIA label-free proteomics CPTAC, no specific liver disease focus"
E11,DIA proteomics liver disease,proteomics,2,pride:PXD073413,PXD073413,pride,proteomics,Quantitative Proteomics of wild-type and mutant KRAS human colorectal cancer samples,"This study utilized 13 cases of KRAS-mutant colorectal cancer tissues, along with 14 cases of KRAS-wild-type colorectal cancer tissues and their matched adjacent normal tissues. Quantitative proteomic analysis was employed through an integrated workflow, from protein extraction and enzymatic digestion to Orbitrap Astral mass spectrometry detection, database searching, and bioinformatics analysis.",Homo sapiens (human),0,Colon cancer; Colorectal cancer,,0.851,0.423,https://www.ebi.ac.uk/pride/archive/projects/PXD073413,0,"DDA proteomics colorectal cancer, not DIA liver disease"
E11,DIA proteomics liver disease,proteomics,3,cptac:PDC000231,PDC000231,cptac,proteomics,Georgetown Lung Cancer Proteomics Study,Lung Adenocarcinoma;Other proteome using iTRAQ8 from Georgetown Proteomics Research Program proteomics study,Homo sapiens,11,Lung Adenocarcinoma;Other,Bronchus and lung;Lung,0.828,0.508,https://pdc.cancer.gov/pdc/study/PDC000231,0,"iTRAQ8 lung adenocarcinoma proteomics, not DIA liver"
E11,DIA proteomics liver disease,proteomics,4,pride:PXD006512,PXD006512,pride,proteomics,Proteome Landscape of Early Stage Hepatocellular Carcinoma Identifies Proteomic Subtypes and New Therapeutic Targets,"Hepatocellular carcinoma (HCC) accounts for approximately 90% of primary liver cancers, the second leading cause of cancer mortality worldwide. Although HCC surgical treatment may be curative in the early stages, its five-year overall survival is only 50-70%. Advances in proteomic technologies have expanded the breadth and depth of cancer proteome characterization. Here, we present the largest characterization effort on proteomic profiling of 222 tumor and paired non-tumor tissues in clinically early HCC (Barcelona Clinic Liver Cancer (BCLC) stage 0 and A). Quantitative proteomic data identified three more-refined subtypes in the early- stage cohort of HCC (termed S-I, S-II and S-III) with different clinical outcomes. S-I retained hepatic detoxification and metabolic functions with the best prognosis, S-II increased molecular expression related to proliferation, and S-III showed distinct enrichment of tumor metastasis and immune response pathways and the poorest prognosis. The subtype ",Homo sapiens (human),0,Hepatocellular carcinoma,,0.81,0.583,https://www.ebi.ac.uk/pride/archive/projects/PXD006512,2,
E11,DIA proteomics liver disease,proteomics,5,cptac:PDC000341,PDC000341,cptac,proteomics,CPTAC PDA Discovery Study - DIA Proteome,Other;Pancreatic Ductal Adenocarcinoma proteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,105,Other;Pancreatic Ductal Adenocarcinoma,Not Reported;Pancreas,0.807,0.627,https://pdc.cancer.gov/pdc/study/PDC000341,0,"DIA label-free proteomics pancreatic cancer, not liver"
E11,DIA proteomics liver disease,proteomics,6,pride:PXD008373,PXD008373,pride,proteomics,Proteome Landscape of Early Stage Hepatocellular Carcinoma Identifies Proteomic Subtypes and New Therapeutic Targets - Phosphorylation data,"Hepatocellular carcinoma (HCC) accounts for approximately 90% of primary liver cancers, the second leading cause of cancer mortality worldwide. Although HCC surgical treatment may be curative in the early stages, its five-year overall survival is only 50-70%. Advances in proteomic technologies have expanded the breadth and depth of cancer proteome characterization. Here, we present the largest characterization effort on proteomic profiling of 222 tumor and paired non-tumor tissues in clinically early HCC (Barcelona Clinic Liver Cancer (BCLC) stage 0 and A). Quantitative proteomic data identified three more-refined subtypes in the early- stage cohort of HCC (termed S-I, S-II and S-III) with different clinical outcomes. S-I retained hepatic detoxification and metabolic functions with the best prognosis, S-II increased molecular expression related to proliferation, and S-III showed distinct enrichment of tumor metastasis and immune response pathways and the poorest prognosis. The subtype ",Homo sapiens (human),0,Hepatocellular carcinoma,,0.804,0.583,https://www.ebi.ac.uk/pride/archive/projects/PXD008373,2,
E11,DIA proteomics liver disease,proteomics,7,cptac:PDC000356,PDC000356,cptac,proteomics,NCC iCC - Proteome,Cholangiocarcinoma;Hepatocellular Carcinoma;Other proteome using TMT10 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,106,Cholangiocarcinoma;Hepatocellular Carcinoma;Other,Liver and intrahepatic bile ducts;Not Reported,0.775,0.627,https://pdc.cancer.gov/pdc/study/PDC000356,1,TMT10 proteomics liver cancer (HCC/iCC) - liver disease but not DIA
E11,DIA proteomics liver disease,proteomics,8,cptac:PDC000200,PDC000200,cptac,proteomics,CPTAC CCRCC Discovery Study - DIA Proteome,Clear Cell Renal Cell Carcinoma;Non-Clear Cell Renal Cell Carcinoma proteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,110,Clear Cell Renal Cell Carcinoma;Non-Clear Cell Renal Cell Carcinoma,Kidney,0.769,0.627,https://pdc.cancer.gov/pdc/study/PDC000200,0,"DIA label-free renal cell carcinoma proteomics, not liver"
E11,DIA proteomics liver disease,proteomics,9,cptac:PDC000411,PDC000411,cptac,proteomics,CPTAC CCRCC Confirmatory Study - DIA Proteome,Clear Cell Renal Cell Carcinoma proteome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,110,Clear Cell Renal Cell Carcinoma,Kidney,0.768,0.627,https://pdc.cancer.gov/pdc/study/PDC000411,0,"DIA label-free renal cell carcinoma, not liver"
E11,DIA proteomics liver disease,proteomics,10,cptac:PDC000617,PDC000617,cptac,proteomics,CPTAC STAD Study - DIA Ubiquitylome,Early Onset Gastric Cancer;Other;Stomach Adenocarcinoma ubiquitylome using Label Free from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,184,Early Onset Gastric Cancer;Other;Stomach Adenocarcinoma,Not Reported;Stomach,0.767,0.627,https://pdc.cancer.gov/pdc/study/PDC000617,0,"label-free ubiquitylome gastric cancer, not liver DIA proteomics"
E12,metabolomics type 2 diabetes plasma,metabolomics,1,metabolights:MTBLS1,MTBLS1,metabolights,metabolomics,A metabolomic study of urinary changes in type 2 diabetes in human compared to the control group,"Type 2 diabetes mellitus is the result of a combination of impaired insulin secretion with reduced insulin sensitivity of target tissues. There are an estimated 150 million affected individuals worldwide, of whom a large proportion remains undiagnosed because of a lack of specific symptoms early in this disorder and inadequate diagnostics. In this study, NMR-based metabolomic analysis in conjunction with uni- and multivariate statistics was applied to examine the urinary metabolic changes in Human type 2 diabetes mellitus patients compared to the control group. The human population were un medicated diabetic patients who have good daily dietary control over their blood glucose concentrations by following the guidelines on diet issued by the American Diabetes Association. Note: This is part of a larger study, please refer to the original paper below.",,0,,,0.911,0.38,https://www.ebi.ac.uk/metabolights/MTBLS1,1,"urinary metabolomics T2D human, correct disease but urine not plasma"
E12,metabolomics type 2 diabetes plasma,metabolomics,2,massive:MSV000100055,MSV000100055,massive,metabolomics,Untargeted metabolomics of plasma from Gastric Cancer Patients and Healthy Control using LC-MS,Untargeted metabolomic profiling of plasma samples from Gastric Cancer patients and healthy controls. Data was acquired using LC-MS/MS and processed to generate a feature quantification table for comparative analysis.,Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.896,0.395,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000100055,0,"plasma metabolomics but gastric cancer patients, not T2D"
E12,metabolomics type 2 diabetes plasma,metabolomics,3,metabolights:MTBLS79,MTBLS79,metabolights,metabolomics,Direct infusion mass spectrometry metabolomics dataset: a benchmark for data processing and quality control,"Direct-infusion mass spectrometry (DIMS) metabolomics is an important approach for characterising molecular responses of organisms to disease, drugs and the environment. Increasingly large-scale metabolomics studies are being conducted, necessitating improvements in both bioanalytical and computational workflows to maintain data quality. This dataset represents a systematic evaluation of the reproducibility of a multi-batch DIMS metabolomics study of cardiac tissue extracts. It comprises of twenty biological samples (cow vs. sheep) that were analysed repeatedly, in 8 batches across 7 days, together with a concurrent set of quality control (QC) samples. Data are presented from each step of the workflow and are available in MetaboLights. The strength of the dataset is that intra- and inter-batch variation can be corrected using QC spectra and the quality of this correction assessed independently using the repeatedly-measured biological samples. Originally designed to test the efficacy of",,0,,,0.885,0.38,https://www.ebi.ac.uk/metabolights/MTBLS79,0,"DIMS metabolomics benchmarking dataset, no T2D or plasma specificity"
E12,metabolomics type 2 diabetes plasma,metabolomics,4,metabolights:MTBLS124,MTBLS124,metabolights,metabolomics,Large-scale non-targeted plasma metabolomics in the Uppsala Longitudinal Study of Adult Men,"The Uppsala Longitudinal Study of Adult Men (ULSAM) study is an ongoing, longitudinal, epidemiologic study started in 1970 and based on men born between 1920 and 1924 in Uppsala, Sweden which were invited to participate at age 50 (N=2,841) [PMID: 9484991]; 81.7% (N=2,322) participated. Individuals were reinvestigated at the ages of 60, 70, 77, 82 and 88 years. Information collected includes a medical questionnaire, blood pressure and anthropometric measurements, glucose tolerance test and 24-hour ambulatory blood pressure. Metbaolomics has been performed on plasma samples from age 70. In the final analysis we included samples from 1,138 individuals.",,0,,,0.879,0.38,https://www.ebi.ac.uk/metabolights/MTBLS124,1,"large-scale plasma metabolomics Uppsala men cohort, no explicit T2D focus; general epidemiology"
E12,metabolomics type 2 diabetes plasma,metabolomics,5,massive:MSV000100550,MSV000100550,massive,metabolomics,Metabolomics and Lipidomics data set for pancreatic cancer_test,This dataset contains raw LC-MS/MS metabolomics and lipidomics data generated from pancreatic cancer and control samples. The data were acquired to investigate metabolic and lipidomic alterations associated with pancreatic ductal adenocarcinoma and to support integrative multi-omics analysis for biomarker discovery.,Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.879,0.395,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000100550,0,"metabolomics/lipidomics pancreatic cancer, not T2D plasma"
E12,metabolomics type 2 diabetes plasma,metabolomics,6,massive:MSV000100560,MSV000100560,massive,metabolomics,Metabolomics and Lipidomics data set in Pancreatic cancer ,This dataset contains raw LC-MS/MS metabolomics and lipidomics data generated from pancreatic cancer and control samples. The data were acquired to investigate metabolic and lipidomic alterations associated with pancreatic ductal adenocarcinoma and to support integrative multi-omics analysis for biomarker discovery.,Homo sapiens (NCBITaxon:9606); Rattus norvegicus,0,,,0.874,0.395,https://gnps.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000100560,0,"metabolomics/lipidomics pancreatic cancer, not T2D plasma"
